,Name,Subcategory,Category,Type,IsSoftware,Counts,Green Enhanced Skills,Green Increased Demand,Green New and Emerging
13338,Peripheral Devices,Computer Hardware,Information Technology,Specialized Skill,False,898,55,135,165
13339,Peripheral IV,General Medical Tests and Procedures,Health Care,Specialized Skill,False,1,0,0,0
13340,Peripheral Vascular Resistance,Cardiology,Health Care,Specialized Skill,False,7,2,2,0
13341,Peripherally Inserted Central Catheter (PICC),General Medical Tests and Procedures,Health Care,Specialized Skill,False,65,2,2,0
13342,Periscope (Social Media),Social Media,Marketing and Public Relations,Specialized Skill,True,3,1,2,0
13343,Periscope Data (BI Software),Business Intelligence Software,Analysis,Specialized Skill,True,20,1,1,11
13344,Periscopes,"Engineering, Scientific, and Technical Instruments",Engineering,Specialized Skill,False,2,0,1,1
13345,Peritoneal Dialysis,Nephrology,Health Care,Specialized Skill,False,44,3,1,0
13346,Perl (Programming Language),Scripting Languages,Information Technology,Specialized Skill,True,1531,86,554,446
13347,Permaculture,Agriculture and Crop Farming,"Agriculture, Horticulture, and Landscaping",Specialized Skill,False,5,2,1,0
13348,Permanent Establishment,Tax,Finance,Specialized Skill,False,24,0,0,2
13349,Permissible Stress Design,,,Specialized Skill,False,2,2,0,0
13350,Perpetual Inventory,Inventory and Warehousing,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,110,12,17,12
13351,Persistence,Personal Attributes,Physical and Inherent Abilities,Common Skill,False,654,96,85,127
13352,Persistence Framework,Middleware,Information Technology,Specialized Skill,True,1,0,0,0
13353,Persistent Data Structure,Data Management,Information Technology,Specialized Skill,False,41,1,24,13
13354,Persistent Memory,Data Storage,Information Technology,Specialized Skill,False,1,1,0,0
13355,Persistent Storage,Data Storage,Information Technology,Specialized Skill,False,4,0,2,1
13356,Persona (User Experience),User Interface and User Experience (UI/UX) Design,Design,Specialized Skill,False,381,63,19,77
13357,Persona Development,User Interface and User Experience (UI/UX) Design,Design,Specialized Skill,False,41,5,1,9
13358,Personal Attributes Questionnaires,,,Specialized Skill,False,134,17,12,14
13359,Personal Branding,Brand Management,Marketing and Public Relations,Specialized Skill,False,167,25,6,15
13360,Personal Care,Home Health Care and Assisted Living,Health Care,Specialized Skill,False,18656,128,117,45
13361,Personal Computers,Basic Technical Knowledge,Information Technology,Common Skill,False,414,27,69,76
13362,Personal Defense Weapon,Military Technology and Weapons,Public Safety and National Security,Specialized Skill,False,2,1,0,0
13363,Personal Digital Assistant,Basic Technical Knowledge,Information Technology,Specialized Skill,False,286,67,68,40
13364,Personal Finance,General Finance,Finance,Specialized Skill,False,117,26,4,12
13365,Personal Grooming Assistance,Home Health Care and Assisted Living,Health Care,Specialized Skill,False,132,10,0,0
13366,Personal Health Records,Health Information Management and Medical Records,Health Care,Specialized Skill,False,246,26,30,14
13367,Personal Information Protection And Electronic Documents Act,Regulation and Legal Compliance,"Law, Regulation, and Compliance",Specialized Skill,False,2,0,0,1
13368,Personal Injury Law,Litigation and Civil Justice,"Law, Regulation, and Compliance",Specialized Skill,False,1257,46,73,61
13369,Personal Integrity,Personal Attributes,Physical and Inherent Abilities,Common Skill,False,1194,167,90,130
13370,Personal Representative,Legal Proceedings,"Law, Regulation, and Compliance",Specialized Skill,False,3,1,0,0
13371,Personal Security,Safety and Security,Public Safety and National Security,Specialized Skill,False,101,6,3,9
13372,Personal Survival Techniques,,,Specialized Skill,False,14,1,0,1
13373,Personal Trainer Certification,,,Certification,False,557,1,3,0
13374,Personal Water Craft,Sea and Waterway Transportation,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,1,1,0,0
13375,Personality Development,Mental and Behavioral Health Specialties,Health Care,Specialized Skill,False,3,0,0,0
13376,Personality Disorder,Mental Health Diseases and Disorders,Health Care,Specialized Skill,False,849,7,3,7
13377,Personality Psychology,Mental Health Therapies,Health Care,Specialized Skill,False,16,1,0,1
13378,Personalized Marketing,Marketing Strategy and Techniques,Marketing and Public Relations,Specialized Skill,False,12,3,2,1
13379,Personalized Medicine,General Medicine,Health Care,Specialized Skill,False,6,1,1,1
13380,Personalized Service,Customer Service,Customer and Client Support,Specialized Skill,False,28,4,5,1
13381,Personally Identifiable Information,Cybersecurity,Information Technology,Specialized Skill,False,8,1,0,1
13382,Personnel Procedures,Human Resources Management and Planning,Human Resources,Specialized Skill,False,29,4,1,1
13383,Personnel Psychology,Human Resources Management and Planning,Human Resources,Specialized Skill,False,1,0,0,0
13384,Personnel Selection,Recruitment,Human Resources,Specialized Skill,False,199,24,29,16
13385,Persuasive Communication,Communication,Media and Communications,Common Skill,False,4621,721,278,695
13386,Persuasive Writing,Writing and Editing,Media and Communications,Specialized Skill,False,40,9,0,7
13387,Pervasive Business Intelligence,,,Specialized Skill,False,1,0,0,0
13388,Pervasive Developmental Disorders,Mental Health Diseases and Disorders,Health Care,Specialized Skill,False,21,0,0,3
13389,Pest Control,Groundskeeping and Yard Care,"Maintenance, Repair, and Facility Services",Specialized Skill,False,424,45,37,62
13390,Pesticide Application,Groundskeeping and Yard Care,"Maintenance, Repair, and Facility Services",Specialized Skill,False,22,1,9,0
13391,Pesticide Applicator License,,,Certification,False,6,1,2,0
13392,Pesticide Safety,Agricultural Management and Operations,"Agriculture, Horticulture, and Landscaping",Specialized Skill,False,26,2,10,0
13393,Pesticides,Groundskeeping and Yard Care,"Maintenance, Repair, and Facility Services",Specialized Skill,False,83,11,18,9
13394,Pet Ear Cleaning,Animal Care,Personal Care and Services,Specialized Skill,False,5,0,0,0
13395,Pet First Aid,Animal Care,Personal Care and Services,Specialized Skill,False,5,0,0,0
13396,Pet Insurance,Insurance,Finance,Specialized Skill,False,25,1,5,6
13397,Petrel,Geological Engineering,Engineering,Specialized Skill,False,19,6,1,8
13398,Petrochemical,"Elements, Compounds, and Materials",Science and Research,Specialized Skill,False,572,176,131,127
13399,Petrol Engines,Vehicle Repair and Maintenance,"Maintenance, Repair, and Facility Services",Specialized Skill,False,31,14,5,8
13400,Petroleum Engineering,Geological Engineering,Engineering,Specialized Skill,False,85,22,17,27
13401,Petroleum Geology,Geological Engineering,Engineering,Specialized Skill,False,3,0,1,2
13402,Petroleum Industry,Oil and Gas,Energy and Utilities,Specialized Skill,False,10,2,1,3
13403,Petrology,Earth and Space Science,Science and Research,Specialized Skill,False,5,1,1,0
13404,Petrophysical Analysis,Earth and Space Science,Science and Research,Specialized Skill,False,1,0,0,1
13405,Petrophysics,Earth and Space Science,Science and Research,Specialized Skill,False,11,4,0,4
13406,PfSense,Network Security,Information Technology,Specialized Skill,True,11,2,0,4
13407,PhRMA Code,Pharmacy,Health Care,Specialized Skill,False,9,4,0,1
13408,Phabricator,Software Development Tools,Information Technology,Specialized Skill,True,2,1,0,0
13409,Phacoemulsification,Surgery,Health Care,Specialized Skill,False,6,0,0,0
13410,Phage Display,"Molecular, Cellular, and Microbiology",Science and Research,Specialized Skill,False,23,1,18,0
13411,Phalcon (PHP Framework),Scripting Languages,Information Technology,Specialized Skill,True,20,0,1,0
13412,PhantomJS,JavaScript and jQuery,Information Technology,Specialized Skill,True,6,0,2,1
13413,Pharmaceutical Engineering,"Engineering, Other",Engineering,Specialized Skill,False,11,5,4,1
13414,Pharmaceutical Formulation,Pharmacy,Health Care,Specialized Skill,False,12,2,6,1
13415,Pharmaceutical GMP Professional Certification,,,Certification,False,1,0,0,0
13416,Pharmaceutical Manufacturing,Pharmacology and Drug Discovery,Science and Research,Specialized Skill,False,269,83,38,76
13417,Pharmaceutical Marketing,Industry Specific Marketing,Marketing and Public Relations,Specialized Skill,False,73,23,3,13
13418,Pharmaceutical Microbiology,"Molecular, Cellular, and Microbiology",Science and Research,Specialized Skill,False,16,4,8,2
13419,Pharmaceutical Packaging,Production and Assembly,Manufacturing and Production,Specialized Skill,False,26,7,4,5
13420,Pharmaceutical Product Management,Product Management,Business,Specialized Skill,False,2,0,0,0
13421,Pharmaceutical Publication Planning,Pharmacology and Drug Discovery,Science and Research,Specialized Skill,False,21,11,2,1
13422,Pharmaceutical Sales,Specialized Sales,Sales,Specialized Skill,False,87,37,3,5
13423,Pharmaceutical Sciences,Pharmacology and Drug Discovery,Science and Research,Specialized Skill,False,369,31,97,34
13424,Pharmaceutical Statistics,,,Specialized Skill,False,2,0,2,0
13425,Pharmaceutical Storage,Pharmacy,Health Care,Specialized Skill,False,18,0,2,0
13426,Pharmaceutical Terminology,Pharmacology and Drug Discovery,Science and Research,Specialized Skill,False,5,0,0,0
13427,Pharmaceuticals,Pharmacy,Health Care,Specialized Skill,False,9940,1889,1555,1586
13428,Pharmacist Assistance,Pharmacy,Health Care,Specialized Skill,False,42,1,1,0
13429,Pharmacist License,,,Certification,False,1,0,0,0
13430,Pharmacodynamics,Pharmacology and Drug Discovery,Science and Research,Specialized Skill,False,99,11,45,11
13431,Pharmacoeconomics,Economics,"Economics, Policy, and Social Studies",Specialized Skill,False,5,1,3,0
13432,Pharmacoepidemiology,Pharmacology and Drug Discovery,Science and Research,Specialized Skill,False,16,1,4,4
13433,Pharmacogenetics,Pharmacology and Drug Discovery,Science and Research,Specialized Skill,False,1,0,0,0
13434,Pharmacognosy,Pharmacology and Drug Discovery,Science and Research,Specialized Skill,False,2,0,1,0
13435,Pharmacokinetics,Pharmacy,Health Care,Specialized Skill,False,166,22,74,14
13436,Pharmacology,Pharmacology and Drug Discovery,Science and Research,Specialized Skill,False,126,16,47,10
13437,Pharmacotherapy,Pharmacy,Health Care,Specialized Skill,False,110,1,6,3
13438,Pharmacovigilance,Pharmacy,Health Care,Specialized Skill,False,459,45,109,75
13439,Pharmacy Automation,Pharmacy,Health Care,Specialized Skill,False,9,1,0,0
13440,Pharmacy Benefit Management,Pharmacy,Health Care,Specialized Skill,False,1,0,0,0
13441,Pharmacy Dispensing Systems,Pharmacy,Health Care,Specialized Skill,False,5,0,0,0
13442,Pharmacy Law,Regulation and Legal Compliance,"Law, Regulation, and Compliance",Specialized Skill,False,12,0,0,1
13443,Pharmacy Operations,Pharmacy,Health Care,Specialized Skill,False,444,2,5,1
13444,Pharmacy Records,Pharmacy,Health Care,Specialized Skill,False,7,0,0,0
13445,Pharyngitis,"Ear, Nose, and Throat",Health Care,Specialized Skill,False,2,0,0,1
13446,Pharynx,"Ear, Nose, and Throat",Health Care,Specialized Skill,False,1,0,0,0
13447,Phase Converter,,,Specialized Skill,False,2,2,0,0
13448,Phase Diagram,Physics,Science and Research,Specialized Skill,False,1,0,0,1
13449,Phase Margin,,,Specialized Skill,False,1,0,1,0
13450,Phase Noise,Signal Processing,Engineering,Specialized Skill,False,5,0,1,2
13451,Phase Shift Module,Electrical and Computer Engineering,Engineering,Specialized Skill,True,4,1,0,1
13452,Phase-Shift Keying,Radio Frequency (RF),Engineering,Specialized Skill,False,5,0,2,3
13453,Phased Implementation,Project Management,Business,Specialized Skill,False,10,2,0,2
13454,Phases Of Clinical Research,Clinical Trials,Science and Research,Specialized Skill,False,8,2,3,0
13455,Phasor,Physics,Science and Research,Specialized Skill,False,1,1,0,0
13456,Phenology,Biology,Science and Research,Specialized Skill,False,4,0,0,1
13457,Phenomenology,Physics,Science and Research,Specialized Skill,False,6,1,4,0
13458,Phenotyping,Genetics,Science and Research,Specialized Skill,False,107,8,36,11
13459,Philanthropy,Social Studies,"Economics, Policy, and Social Studies",Specialized Skill,False,195,11,13,40
13460,Philosophy Of Business,Business Management,Business,Specialized Skill,False,8,2,0,0
13461,Philosophy Of Education,Education Administration,Education and Training,Specialized Skill,False,16,0,2,0
13462,Philosophy Of Religion,Religious Studies and Services,Social and Human Services,Specialized Skill,False,4,0,0,0
13463,Philosophy Of Science,General Science and Research,Science and Research,Specialized Skill,False,4,0,1,0
13464,Phishing,Cybersecurity,Information Technology,Specialized Skill,False,120,4,6,23
13465,Phlebotomy,Blood Collection,Health Care,Specialized Skill,False,1337,5,36,6
13466,Phlebotomy Certification,,,Certification,False,10,0,1,0
13467,Phobias,Mental Health Diseases and Disorders,Health Care,Specialized Skill,False,22,0,0,0
13468,Phone Interviews,Communication,Media and Communications,Specialized Skill,False,226,23,26,25
13469,Phone Sales,General Sales Practices,Sales,Specialized Skill,False,1908,310,125,145
13470,Phone Screening,Recruitment,Human Resources,Specialized Skill,False,13,1,0,0
13471,Phone Support,Customer Service,Customer and Client Support,Specialized Skill,False,177,10,23,19
13472,PhoneGap,Mobile Development,Information Technology,Specialized Skill,True,33,0,18,2
13473,Phonetics,"Language Interpretation, Translation, and Studies",Media and Communications,Specialized Skill,False,11,1,2,2
13474,Phonics,Childhood Education and Development,Education and Training,Specialized Skill,False,242,0,0,3
13475,Phonology,"Language Interpretation, Translation, and Studies",Media and Communications,Specialized Skill,False,5,0,2,1
13476,Phonon,,,Specialized Skill,True,3,0,2,1
13477,Photo Editing,Photo/Video Production and Technology,Media and Communications,Specialized Skill,False,119,30,6,28
13478,Photo Essays,Journalism,Media and Communications,Specialized Skill,False,3,1,0,1
13479,Photo Management,Content Development and Management,Media and Communications,Specialized Skill,False,3,0,1,1
13480,Photo Manipulation,Photo/Video Production and Technology,Media and Communications,Specialized Skill,False,62,8,8,10
13481,Photo Retouching,Photo/Video Production and Technology,Media and Communications,Specialized Skill,False,14,0,0,2
13482,Photo Shooting,Photo/Video Production and Technology,Media and Communications,Specialized Skill,False,78,15,4,29
13483,Photochemistry,Chemistry,Science and Research,Specialized Skill,False,8,1,4,2
13484,Photoconductivity,,,Specialized Skill,False,1,1,0,0
13485,Photodetector,Solar Energy,Energy and Utilities,Specialized Skill,False,13,6,1,4
13486,Photodynamic Therapy,Oncology,Health Care,Specialized Skill,False,19,0,0,0
13487,Photoelectric Flame Photometer,,,Specialized Skill,False,1,0,1,0
13488,Photogrammetry,Image Analysis,Analysis,Specialized Skill,False,41,2,5,5
13489,Photographic Lighting,Photo/Video Production and Technology,Media and Communications,Specialized Skill,False,22,1,0,2
13490,Photographic Printing,Production and Assembly,Manufacturing and Production,Specialized Skill,False,6,0,1,0
13491,Photography,Photo/Video Production and Technology,Media and Communications,Specialized Skill,False,2141,313,88,369
13492,Photography Portfolio,Photo/Video Production and Technology,Media and Communications,Specialized Skill,False,3,1,0,1
13493,Photoionization Detector,,,Specialized Skill,False,1,0,0,1
13494,Photojournalism,Journalism,Media and Communications,Specialized Skill,False,2,1,0,0
13495,Photolithography,Manufacturing Processes,Manufacturing and Production,Specialized Skill,False,39,9,19,7
13496,Photometer,"Engineering, Scientific, and Technical Instruments",Engineering,Specialized Skill,False,1,0,1,0
13497,Photonics,Optical Engineering,Engineering,Specialized Skill,False,92,23,22,21
13498,Photonics Engineering,Optical Engineering,Engineering,Specialized Skill,False,2,0,1,0
13499,Photosynthesis,"Molecular, Cellular, and Microbiology",Science and Research,Specialized Skill,False,6,0,4,0
13500,Photovoltaic Systems,Solar Energy,Energy and Utilities,Specialized Skill,False,23,5,6,4
13501,Photovoltaics,Solar Energy,Energy and Utilities,Specialized Skill,False,4,0,1,0
13502,Photoworks,,,Specialized Skill,True,4,0,0,1
13503,PhpStorm,Integrated Development Environments (IDEs),Information Technology,Specialized Skill,True,10,0,5,0
13504,Phpspec,,,Specialized Skill,True,2,0,1,0
13505,Phycology,Biology,Science and Research,Specialized Skill,False,7,0,1,1
13506,Phylogenetic Tree,,,Specialized Skill,False,2,0,0,1
13507,Phylogenetics,Biology,Science and Research,Specialized Skill,False,8,0,3,3
13508,Physical And Environmental Security,Safety and Security,Public Safety and National Security,Specialized Skill,False,6,0,0,1
13509,Physical Chemistry,Chemistry,Science and Research,Specialized Skill,False,56,9,28,0
13510,Physical Computing,Computer Science,Information Technology,Specialized Skill,False,11,0,0,1
13511,Physical Configuration Audit,Configuration Management,Information Technology,Specialized Skill,False,10,5,2,2
13512,Physical Design,Electrical and Computer Engineering,Engineering,Specialized Skill,False,92,18,19,39
13513,Physical Education,Coaching and Athletic Training,"Performing Arts, Sports, and Recreation",Specialized Skill,False,994,14,8,2
13514,Physical Exercises,Sports and Recreation,"Performing Arts, Sports, and Recreation",Specialized Skill,False,101,4,2,2
13515,Physical Fitness,Physical Abilities,Physical and Inherent Abilities,Common Skill,False,1005,181,194,44
13516,Physical Flexibility,Physical Abilities,Physical and Inherent Abilities,Common Skill,False,1,0,0,0
13517,Physical Geography,Earth and Space Science,Science and Research,Specialized Skill,False,38,10,2,4
13518,Physical Inventory,Inventory and Warehousing,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,143,20,32,11
13519,Physical Layers,General Networking,Information Technology,Specialized Skill,False,51,4,10,24
13520,Physical Medicine And Rehabilitation,Rehabilitation,Health Care,Specialized Skill,False,50,0,1,0
13521,Physical Oceanography,Earth and Space Science,Science and Research,Specialized Skill,False,4,0,1,1
13522,Physical Optics,Optical Engineering,Engineering,Specialized Skill,False,3,0,0,0
13523,Physical Organic Chemistry,Chemistry,Science and Research,Specialized Skill,False,1,0,1,0
13524,Physical Restraint,Law Enforcement and Criminal Justice,"Law, Regulation, and Compliance",Specialized Skill,False,26,0,0,0
13525,Physical Schema,Database Architecture and Administration,Information Technology,Specialized Skill,False,3,0,2,1
13526,Physical Science,General Science and Research,Science and Research,Specialized Skill,False,588,98,158,89
13527,Physical Security,Safety and Security,Public Safety and National Security,Specialized Skill,False,325,18,16,44
13528,Physical Security Information Management,Safety and Security,Public Safety and National Security,Specialized Skill,False,3,2,0,1
13529,Physical Security Professional,,,Certification,False,13,0,1,4
13530,Physical Stamina,Physical Abilities,Physical and Inherent Abilities,Common Skill,False,526,74,75,20
13531,Physical Strength,Physical Abilities,Physical and Inherent Abilities,Common Skill,False,1,0,1,0
13532,Physical Therapy,Physical Therapy,Health Care,Specialized Skill,False,6391,116,173,409
13533,Physical Therapy Assistant License,,,Certification,False,3,0,0,0
13534,Physical Therapy Education,Physical Therapy,Health Care,Specialized Skill,False,1,0,0,0
13535,Physical Therapy Evaluation,Physical Therapy,Health Care,Specialized Skill,False,1,0,0,0
13536,Physical Topology,General Networking,Information Technology,Specialized Skill,False,1,0,1,0
13537,Physical Vapor Deposition (PVD),Manufacturing Processes,Manufacturing and Production,Specialized Skill,False,1,0,0,0
13538,Physically Based Animation,Animation and Game Design,Design,Specialized Skill,False,23,1,3,3
13539,Physics,Physics,Science and Research,Specialized Skill,False,4605,794,1050,713
13540,Physics Engine,Simulation and Simulation Software,Engineering,Specialized Skill,False,3,0,2,0
13541,Physiology,General Medicine,Health Care,Specialized Skill,False,1211,26,106,11
13542,Phytochemistry,Chemistry,Science and Research,Specialized Skill,False,2,0,1,0
13543,Piano,Music,"Performing Arts, Sports, and Recreation",Specialized Skill,False,233,8,7,5
13544,Piano Pedagogy,Teaching,Education and Training,Specialized Skill,False,44,1,1,0
13545,PicMonkey,Content Development and Management,Media and Communications,Specialized Skill,True,1,1,0,0
13546,Pick-To-Light Systems,Inventory and Warehousing,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,3,1,2,0
13547,Picture Archiving And Communication System,Medical Imaging,Health Care,Specialized Skill,False,3,0,0,0
13548,Picture Framing,Production and Assembly,Manufacturing and Production,Specialized Skill,False,11,3,5,0
13549,Piecewise Linear Electrical Circuit Simulation (PLECS),Circuitry,Engineering,Specialized Skill,True,20,13,4,3
13550,Piezometer,"Engineering, Scientific, and Technical Instruments",Engineering,Specialized Skill,False,7,5,2,0
13551,Piezoresistive Effect,,,Specialized Skill,False,1,0,0,1
13552,Piggyback (Transportation),Transportation Operations,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,2,1,0,0
13553,Pilates,Sports and Recreation,"Performing Arts, Sports, and Recreation",Specialized Skill,False,156,9,10,9
13554,Pilgway 3DCoat,Animation and Game Design,Design,Specialized Skill,True,2,0,0,0
13555,Pilot Experiment,General Science and Research,Science and Research,Specialized Skill,False,85,5,7,12
13556,Pilot Licensing And Certification,,,Certification,False,6,2,0,3
13557,Pin Gauges,"Engineering, Scientific, and Technical Instruments",Engineering,Specialized Skill,False,4,1,2,0
13558,Ping (Networking Utility),Networking Software,Information Technology,Specialized Skill,False,121,13,16,32
13559,Pingfederate,Identity and Access Management,Information Technology,Specialized Skill,False,7,1,3,1
13560,Pinterest,Social Media,Marketing and Public Relations,Specialized Skill,True,800,123,37,210
13561,Pintle,Vehicle Repair and Maintenance,"Maintenance, Repair, and Facility Services",Specialized Skill,False,2,1,0,0
13562,Pip (Software),Software Development Tools,Information Technology,Specialized Skill,False,5,0,5,0
13563,Pipe (Fluid Conveyance),Plumbing,"Maintenance, Repair, and Facility Services",Specialized Skill,False,343,179,100,22
13564,Pipe Bursting,Plumbing,"Maintenance, Repair, and Facility Services",Specialized Skill,False,1,1,0,0
13565,Pipe Cutting,Plumbing,"Maintenance, Repair, and Facility Services",Specialized Skill,False,4,1,1,2
13566,Pipe Flow,Mechanical Engineering,Engineering,Specialized Skill,False,3,0,1,0
13567,Pipe Installation,Plumbing,"Maintenance, Repair, and Facility Services",Specialized Skill,False,40,20,8,3
13568,Pipe Insulation,Plumbing,"Maintenance, Repair, and Facility Services",Specialized Skill,False,1,1,0,0
13569,Pipe Laying,General Construction and Construction Labor,Architecture and Construction,Specialized Skill,False,87,28,48,2
13570,Pipe Rack,Inventory and Warehousing,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,3,2,0,0
13571,Pipe Stress Engineering,Mechanical Engineering,Engineering,Specialized Skill,False,15,11,3,0
13572,Pipe Threading,Manufacturing Processes,Manufacturing and Production,Specialized Skill,False,60,26,25,2
13573,Pipe Welding,"Welding, Brazing, and Soldering",Manufacturing and Production,Specialized Skill,False,26,6,16,1
13574,Pipefitting,Plumbing,"Maintenance, Repair, and Facility Services",Specialized Skill,False,399,295,42,29
13575,Pipeline Pigging,Oil and Gas,Energy and Utilities,Specialized Skill,False,17,4,3,4
13576,Pipeline Pilot,Data Science,Analysis,Specialized Skill,False,7,0,3,0
13577,Pipeline Planning,Project Management,Business,Specialized Skill,False,28,8,0,9
13578,Pipeline Reporting,Sales Analysis,Sales,Specialized Skill,False,51,18,0,7
13579,Pipeline Survey,Surveying and Cartography,Engineering,Specialized Skill,False,3,1,2,0
13580,Pipeline Transport,Oil and Gas,Energy and Utilities,Specialized Skill,False,2,1,0,1
13581,Pipettes,Laboratory Research,Science and Research,Specialized Skill,False,83,13,47,3
13582,Piping And Instrumentation Diagram,Process Engineering,Engineering,Specialized Skill,False,62,20,14,20
13583,Piping Assembly,Plumbing,"Maintenance, Repair, and Facility Services",Specialized Skill,False,6,6,0,0
13584,Piping Components,Mechanical Engineering,Engineering,Specialized Skill,False,9,7,0,1
13585,Piping Design,Drafting and Engineering Design,Engineering,Specialized Skill,False,86,37,1,9
13586,Piping Fabrication,Plumbing,"Maintenance, Repair, and Facility Services",Specialized Skill,False,19,7,5,5
13587,Piping Inspection,Plumbing,"Maintenance, Repair, and Facility Services",Specialized Skill,False,3,0,0,0
13588,Pistons,Vehicle Repair and Maintenance,"Maintenance, Repair, and Facility Services",Specialized Skill,False,17,10,4,0
13589,Pitot Static,Air Transportation,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,1,1,0,0
13590,Pivot Tables And Charts,Data Analysis,Analysis,Specialized Skill,False,3040,363,60,558
13591,Pivotal Tracker (Software),Agile Software Development,Information Technology,Specialized Skill,True,5,1,0,1
13592,Pixar RenderMan,Animation and Game Design,Design,Specialized Skill,True,6,0,1,2
13593,Pixel Perfect,Digital Design,Design,Specialized Skill,False,162,3,35,23
13594,Pixelmator,Graphic and Visual Design Software,Design,Specialized Skill,True,1,0,0,1
13595,Pixlr,Graphic and Visual Design Software,Design,Specialized Skill,True,3,1,0,1
13596,Pizza Baking,Food and Beverage,Hospitality and Food Services,Specialized Skill,False,1,0,0,0
13597,PkMS,Inventory and Warehousing,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,7,1,0,2
13598,Place Branding,Brand Management,Marketing and Public Relations,Specialized Skill,False,8,0,0,4
13599,Placebo-Controlled Study,Clinical Trials,Science and Research,Specialized Skill,False,3,0,0,0
13600,Plain Text,Basic Technical Knowledge,Information Technology,Specialized Skill,False,5,2,1,2
13601,Plaintiff,Legal Proceedings,"Law, Regulation, and Compliance",Specialized Skill,False,10,0,0,0
13602,Plan Execution,Business Management,Business,Common Skill,False,285,64,25,55
13603,Plan Of Action And Milestones (POA&M),Cybersecurity,Information Technology,Specialized Skill,False,2,0,0,1
13604,Plan Revision,Project Management,Business,Specialized Skill,False,4,0,0,0
13605,Planetary Science,Earth and Space Science,Science and Research,Specialized Skill,False,5,0,1,0
13606,Planisware,Project Management,Business,Specialized Skill,True,15,1,2,3
13607,Planned Giving,Fundraising and Crowdsourcing,Marketing and Public Relations,Specialized Skill,False,8,1,0,2
13608,Planned Maintenance,General Repairs and Maintenance,"Maintenance, Repair, and Facility Services",Specialized Skill,False,647,299,176,63
13609,Planning,Initiative and Leadership,Physical and Inherent Abilities,Common Skill,False,89492,13884,6804,14630
13610,Planning And Scheduling Professional,,,Certification,False,1,0,0,1
13611,Planning Permission,Construction Management,Architecture and Construction,Specialized Skill,False,1592,336,172,451
13612,Planogram,Merchandising,Sales,Specialized Skill,False,337,14,3,16
13613,Plant Biotechnology,Biotechnology,Science and Research,Specialized Skill,False,1,0,1,0
13614,Plant Breeding,Agriculture and Crop Farming,"Agriculture, Horticulture, and Landscaping",Specialized Skill,False,14,4,3,1
13615,Plant Commissioning,Engineering Practices,Engineering,Specialized Skill,False,31,19,7,2
13616,Plant Design,Manufacturing Design,Manufacturing and Production,Specialized Skill,False,120,38,37,27
13617,Plant Design Management System (PDMS),Engineering Software,Engineering,Specialized Skill,True,85,27,8,18
13618,Plant Ecology,Ecology,Environment,Specialized Skill,False,2,0,1,0
13619,Plant Efficiency,Plant Operations and Management,Manufacturing and Production,Specialized Skill,False,81,33,5,16
13620,Plant Genetics,Genetics,Science and Research,Specialized Skill,False,8,3,0,0
13621,Plant Identification,Ecology,Environment,Specialized Skill,False,29,1,18,0
13622,Plant Layout Study,Manufacturing Design,Manufacturing and Production,Specialized Skill,False,78,36,12,9
13623,Plant Pathology,Agricultural Research and Agronomy,"Agriculture, Horticulture, and Landscaping",Specialized Skill,False,21,2,8,3
13624,Plant Physiology,Biology,Science and Research,Specialized Skill,False,9,1,3,2
13625,Plant Propagation,Agriculture and Crop Farming,"Agriculture, Horticulture, and Landscaping",Specialized Skill,False,16,4,8,0
13626,Plant Safety,Occupational Health and Safety,"Law, Regulation, and Compliance",Specialized Skill,False,118,42,25,18
13627,Plant Science,Biology,Science and Research,Specialized Skill,False,56,9,19,1
13628,Plant Taxonomy,Biology,Science and Research,Specialized Skill,False,4,1,1,1
13629,Plant Tissue Culture,Laboratory Research,Science and Research,Specialized Skill,False,5,1,2,0
13630,Plant-Microbe Interactions,Biology,Science and Research,Specialized Skill,False,1,0,1,0
13631,Plasma (Physics),Physics,Science and Research,Specialized Skill,False,43,6,25,1
13632,Plasma Arc Welding,"Welding, Brazing, and Soldering",Manufacturing and Production,Specialized Skill,False,5,0,3,1
13633,Plasma Cleaning,Manufacturing Processes,Manufacturing and Production,Specialized Skill,False,1,0,0,1
13634,Plasma Cutting,"Welding, Brazing, and Soldering",Manufacturing and Production,Specialized Skill,False,94,17,64,2
13635,Plasma Diagnostics,Physics,Science and Research,Specialized Skill,False,4,0,3,0
13636,Plasma Etching,Manufacturing Processes,Manufacturing and Production,Specialized Skill,False,4,1,3,0
13637,Plasma Gasification,,,Specialized Skill,False,1,1,0,0
13638,Plasma Processing,Laboratory Research,Science and Research,Specialized Skill,False,2,0,1,1
13639,Plasma-Enhanced Chemical Vapor Deposition,Manufacturing Processes,Manufacturing and Production,Specialized Skill,False,10,0,6,4
13640,Plasmapheresis,Hematology,Health Care,Specialized Skill,False,3,0,0,0
13641,Plasmid Preparation,Genetics,Science and Research,Specialized Skill,False,2,0,0,1
